	created_at	full_text
506	Tue Apr 23 18:33:22 +0000 2019	RT @ManfredWeber: #ThePowerOfWE means that it is the people who decide. #ThePowerOfWE means unity &amp; strength. #ThePowerOfWE means that we w…
507	Tue Apr 23 18:25:26 +0000 2019	We are very proud of our political family. The @EPP stood by us throughout our passionate European journey, in good and bad days alike. And we now stand in full support of @ManfredWeber's candidacy for the Presidency of the European Commission. Let's activate #ThePowerOfWE! https://t.co/ZI3sM7XcZ4
508	Tue Apr 23 18:12:44 +0000 2019	Στο μήνα που μεσολαβεί μέχρι τις κάλπες, η προπαγάνδα του ΣΥΡΙΖΑ θα γίνει χειρότερη. Οι θέσεις μας θα διαστρεβλώνονται με όλο και πιο ανέντιμο τρόπο και θα ακουστούν κι άλλα ψέματα. Εμείς οφείλουμε να κοιτάμε μπροστά. Στην Ελλάδα που αξίζουμε. #ThePowerOfWE https://t.co/V8wfm265KV
509	Tue Apr 23 18:06:07 +0000 2019	Ο @ManfredWeber τάσσεται υπέρ της προστασίας και φύλαξης των ελληνικών συνόρων με ευθύνη της Ευρώπης και στηρίζει την προοπτική να μειωθούν τα δυσβάσταχτα πλεονάσματα. Έχουμε λοιπόν κάθε λόγο να θέλουμε να βρεθεί αύριο στην κορυφαία θεσμική θέση ένας σύμμαχος της Ελλάδας. https://t.co/4DP9fRVwBk
510	Tue Apr 23 17:54:14 +0000 2019	Η Ευρώπη που θέλουμε είναι σταθερή στις αρχές της Δημοκρατίας και του Κράτους Δικαίου. Ανταποκρίνεται στο όραμα των λαών της για ανάπτυξη και κοινωνική δικαιοσύνη. Μια Ευρώπη ασφαλή και ευημερούσα, που προσφέρει εργασία στους πολλούς και δεν αφήνει κανέναν στο περιθώριο. https://t.co/Sr5tEZQGN8
511	Tue Apr 23 16:58:27 +0000 2019	Live | Επίσημη τελετή έναρξης της προεκλογικής εκστρατείας του @ManfredWeber. #ThePowerOfWE https://t.co/lpH0ugdzOO https://t.co/ujO1zgjMUr
512	Tue Apr 23 15:12:06 +0000 2019	Καλωσορίζουμε με μεγάλη χαρά τον @ManfredWeber στην Ελλάδα. Σε λίγες ώρες ξεκινάει επίσημα την προεκλογική εκστρατεία του για την προεδρία της Ευρωπαϊκής Επιτροπής από το Ζάππειο. Προχωράμε ενωμένοι για μια Ευρώπη που θα αφήσει πίσω της τις δυνάμεις του λαϊκισμού. https://t.co/AM6HQ2P0ga
513	Tue Apr 23 13:45:49 +0000 2019	RT @ManfredWeber: Geia sas! Just arrived in Athens! 🇬🇷 Excited about our @epp campaign launch with @kmitsotakis this evening @neademokratia…
514	Tue Apr 23 09:35:50 +0000 2019	Είναι ζήτημα ποιότητας και ήθους στο δημόσιο διάλογο. Και αυτό είναι το μεγαλύτερο διακύβευμα των εκλογών. Με ποιους θέλουμε να προχωρήσουμε και ποιους θέλουμε να αφήσουμε πίσω. Αν θέλουμε πραγματικά μία Ελλάδα των πολλών ή μία Ελλάδα των Πολάκηδων. https://t.co/J9H5OXfLCm
515	Tue Apr 23 09:09:24 +0000 2019	Ζωντανά στο βήμα της Βουλής. https://t.co/SVOc2PPswh
516	Tue Apr 23 06:02:20 +0000 2019	Νόμιζα ότι και η αθλιότητα έχει όρια.  Έκανα λάθος. Ντροπή κ. Τσίπρα που κρατάτε τον φαύλο Πολάκη στην κυβέρνησή σας.
517	Mon Apr 22 18:58:55 +0000 2019	Με κατηγορούν ότι εκφράζω την ελίτ επειδή θέλω να φέρω επενδύσεις. Σε ποια ελίτ αναφέρονται; Για εμένα η πολιτική της ανάπτυξης αφορά τους πολλούς. Και οι θέσεις εργασίας που χρειαζόμαστε θα έρθουν μέσα από μια έκρηξη επενδύσεων που μόνο εμείς μπορούμε να φέρουμε. https://t.co/ojF6f3wsrz
518	Mon Apr 22 17:12:42 +0000 2019	Η έρευνα του ΟΟΣΑ σήμερα δείχνει πως το εισόδημα των Ελλήνων το 2018 συρρικνώθηκε στα επίπεδα του 2013. Η μεσαία τάξη τα τελευταία χρόνια αφανίστηκε και υπερφορολογήθηκε. Δεσμεύομαι ότι θα επιστρέψω στους Έλληνες αυτά που αδικαιολόγητα τους πήρε ο κ. Τσίπρας. #alphanews
519	Mon Apr 22 17:01:23 +0000 2019	Ποτέ δεν είπα πως θα κόψω το δώρο Χριστουγέννων για τους ιδιωτικούς υπαλλήλους. Ποτέ. Είπα πως δεν θέλω οι νέοι άνθρωποι να είναι εξαρτημένοι από επιδόματα. Τα επιδόματα φυσικά και έχουν αξία για όσους έχουν μεγάλη ανάγκη. Αλλά οι νέοι αξίζουν πρώτα από όλα ευκαιρίες. #alphanews https://t.co/zgvfOqptW6
520	Mon Apr 22 16:31:54 +0000 2019	Όσο ο κ. Τσίπρας επιμένει να διχάζει, να επιτίθεται πολιτικά και να πετάει λάσπη εγώ θα επιμένω να μιλάω για το μέλλον και να αρθρώνω έναν θετικό προγραμματικό λόγο. #alphanews
521	Mon Apr 22 16:30:02 +0000 2019	Ο κ. Μαρινάκης είναι ένα δημόσιο πρόσωπο και κάνει μία πολύ βαριά καταγγελία για τον κ. Παππά και τον κ. Τσίπρα. Αν αυτές οι καταγγελίες είχαν ειπωθεί για εμένα, θα είχα προσφύγει αμέσως στη Δικαιοσύνη. Δεν σας κάνει εντύπωση πως δεν έχουμε καμία αντίδραση; #alphanews
522	Mon Apr 22 16:13:35 +0000 2019	Ζωντανά στο κεντρικό δελτίο του @ALPHA_TV με τον @AntonisSroiter. https://t.co/hcCCEydOh0 https://t.co/O54Tq7VXSe
523	Mon Apr 22 14:33:25 +0000 2019	Με μεγάλη χαρά υποδεχόμαστε έναν φίλο και στενό σύμμαχο της Ελλάδας, τον @SenatorMenendez. Και θέλω να χαιρετίσω κι εγώ δημόσια την υπερκομματική-νομοθετική του πρωτοβουλία για την δημιουργία μιας ζώνης ασφάλειας ενεργειακής και γεωπολιτικής συνεργασίας στην ανατολική Μεσόγειο. https://t.co/qyvfRI2Ws9
524	Sun Apr 21 09:49:55 +0000 2019	Οι επιθέσεις στη #SriLanka ανήμερα του Καθολικού Πάσχα προκαλούν φρίκη και οργή. Η σκέψη όλων μας είναι στα θύματα και τις οικογένειές τους. Η διεθνής μάχη απέναντι στη θρησκευτική μισαλλοδοξία και την τρομοκρατία πρέπει να είναι αμείωτη.
525	Sat Apr 20 19:51:08 +0000 2019	Μου κάνει εντύπωση πόση ενέργεια καταναλώνει ο κ. Τσίπρας για να μου επιτεθεί προσωπικά. Αλλά και ότι μιλάει πάντα από έτοιμο κείμενο. Λέει τόσα πολλά ψέματα που προφανώς φοβάται μην ξεχάσει κανένα. Δεν με ενδιαφέρει να του απαντήσω. Οι πολίτες έχουν βγάλει τα συμπεράσματά τους. https://t.co/fTRdyct6wB
526	Sat Apr 20 19:43:58 +0000 2019	Θα δώσουμε μάχη στη Βουλή για να αποτρέψουμε το νομοσχέδιο έκτρωμα του κ. Γαβρόγλου, το οποίο δίνει το τελικό χτύπημα για τη διάλυση της δημόσιας παιδείας. Καλώ τον κ. Τσίπρα να το αποσύρει. Οι νέοι μας αξίζουν μια δημόσια παιδεία που κοιτά με θάρρος το μέλλον. https://t.co/5CYru7wEWe
527	Sat Apr 20 19:32:44 +0000 2019	Έχει ενδιαφέρον η προσπάθεια του κ. Τσίπρα να μασκαρέψει το ΣΥΡΙΖΑ ως κάτι διαφορετικό. Τον αποκαλεί τώρα προοδευτική συμμαχία. Εγώ πάλι βλέπω μόνο πρόσωπα από το βαθύ πασοκικό παρελθόν. Αν αυτή είναι η πρόοδος να την χαίρεται. Οι πολίτες έχουν μνήμη και κρίση. https://t.co/kVHQUOz5Zg
528	Sat Apr 20 19:17:00 +0000 2019	Κάντε την αντιπαραβολή του ευρωψηφοδελτίου μας με τα ευρωψηφοδέλτια των άλλων κομμάτων και ειδικά του ΣΥΡΙΖΑ. Είμαι υπερήφανος για την ποιότητα, το ήθος και την αξιοπρέπεια των υποψηφίων μας. Είναι έννοιες που δυστυχώς έχουμε ξεχάσει με αυτήν την κυβέρνηση. https://t.co/FY32rehwAP
529	Sat Apr 20 17:22:54 +0000 2019	Ζωντανά η ομιλία μου στη Λιβαδειά. https://t.co/wVKraSDpVE https://t.co/hPTpzVnCCF
530	Sat Apr 20 10:39:16 +0000 2019	Με τον Πρόεδρο της Παμποντιακής Ομοσπονδίας εν όψει της συμπλήρωσης 100 ετών από τη Γενοκτονία των Ποντίων. Σύσσωμη η ΝΔ θα συστρατευθεί με τον Ποντιακό Ελληνισμό στην προσπάθεια να διεθνοποιηθεί το ζήτημα ώστε από την αναγνώριση της τραγωδίας να επουλωθούν πληγές του παρελθόντος https://t.co/xromlzk3qg
531	Fri Apr 19 09:59:29 +0000 2019	Δικό μας χρέος είναι να βάλουμε την οικονομία σε μία νέα αναπτυξιακή τροχιά. Να πετύχουμε υψηλούς ρυθμούς ανάπτυξης, αντίστοιχους με αυτούς που πέτυχε η Κύπρος. Αυτό θα γίνει μόνο αν προτάξουμε τις επενδύσεις και τη στήριξη της ποιοτικής εργασίας. https://t.co/3aSa7XAcQu
532	Fri Apr 19 09:57:13 +0000 2019	Με μεγάλη χαρά επισκέφτηκα τον Πρόεδρο της Κυπριακής Δημοκρατίας @AnastasiadesCY. Συζητήσαμε για όλα τα θέματα συμπεριλαμβανομένου και του εθνικού ζητήματος και είχα ενημέρωση για τις πρόσφατες εξελίξεις. Θέλω να εκφράσω την αμέριστη στήριξή μου στις πρωτοβουλίες του. https://t.co/KVX4MmjD2P
533	Thu Apr 18 17:21:19 +0000 2019	Ο κ. Τσίπρας και ο κ. Γαβρόγλου φέρνουν ένα νόμο που καταργεί κάθε έννοια αξιολόγησης, ισοπεδώνει την Τεχνολογική Εκπαίδευση &amp; κόβει τον ομφάλιο λώρο με την αγορά. Τους καλώ να αποσύρουν άμεσα αυτό το νομοσχέδιο. Η ΝΔ θα αντιταχθεί με κάθε τρόπο στη Βουλή σε αυτό το τερατούργημα. https://t.co/WZAT4rDWjt
534	Thu Apr 18 11:47:29 +0000 2019	Θέλω να χαιρετήσω την οικονομική επιτυχία της Κύπρου τα τελευταία χρόνια. Κατάφερε να ισορροπήσει τα δημόσια οικονομικά της πετυχαίνοντας ταυτόχρονα πολύ υψηλούς ρυθμούς ανάπτυξης, της τάξεως του 4%. Αυτός είναι ο στόχος της επόμενης κυβέρνησης της ΝΔ. https://t.co/c8sGQz6ysa https://t.co/UTMDfrXM8a
535	Thu Apr 18 11:40:53 +0000 2019	Αγαπητέ @AverofCY ευχαριστώ πολύ για την εξαιρετικά θερμή υποδοχή. Είμαι εδώ για να μεταφέρω την αμέριστη υποστήριξή μας στον αγώνα που θα δώσετε ενόψει Ευρωεκλογών και για να επιβεβαιώσω τους άρρηκτους δεσμούς μεταξύ Ελλάδος και Κύπρου, αλλά και μεταξύ των δύο κομμάτων μας. https://t.co/XRUG4sJkSM
536	Wed Apr 17 15:32:39 +0000 2019	Όσο ιερή είναι η διεκδίκησή μας όμως, άλλο τόσο είναι και δύσκολη. Πρέπει να γνωρίζουμε πως τα πιο σημαντικά ερείσματα υπάρχουν στην περίπτωση του κατοχικού δανείου. Η διεκδίκηση αυτή είναι νομικά ανοιχτή και πολιτικά εφικτή. Και πρέπει να αποτελέσει την προτεραιότητά μας.
537	Wed Apr 17 15:22:19 +0000 2019	Αλήθεια, πώς θα διεκδικήσει η οποιαδήποτε Ελληνική Κυβέρνηση αύριο το κατοχικό δάνειο και τις επανορθώσεις, όταν εσείς κ. Τσίπρα -μέσα στην γερμανική Καγκελαρία και μπροστά στις κάμερες όλου του κόσμου- είχατε αρκεστεί, ως Έλληνας πρωθυπουργός, σε μία απλή ηθική αναγνώριση;
538	Wed Apr 17 15:19:41 +0000 2019	Ενώ ως αντιπολίτευση ξεσπαθώνατε ότι θα φέρετε πίσω τις γερμανικές οφειλές, ο κ. Τσίπρας ως Πρωθυπουργός στην πρώτη του συνάντηση με την κ. Μέρκελ, μίλησε για ένα θέμα που έχει «πρωτίστως ηθική και όχι υλική αξία». Αυτό ήταν όλο. Η ηθική αποκατάσταση ήταν αρκετή για τον κ.Τσίπρα!
539	Wed Apr 17 15:06:54 +0000 2019	Είμαστε το κόμμα το οποίο εξ αρχής χειρίστηκε με ευθύνη και ρεαλισμό το πολύπλοκο αυτό θέμα: τις Γερμανικές επανορθώσεις και το Κατοχικό δάνειο, που αφορούν το ελληνικό κράτος. Αλλά και τις αποζημιώσεις, που αφορούν ιδιώτες, οι οποίοι υπήρξαν θύματα των ναζιστικών θηριωδιών.
540	Wed Apr 17 15:00:56 +0000 2019	Ζωντανά στο βήμα της Βουλής. https://t.co/BbCZaytC1O
541	Wed Apr 17 13:44:14 +0000 2019	Το επενδυτικό σχέδιο της Cosco είναι φιλόδοξο, και θα δημιουργήσει πολλές και καλά αμειβόμενες θέσεις εργασίας. Πρέπει να σεβόμαστε τους νόμους και το Σύνταγμα, αλλά χρειάζεται να διαμορφώσουμε και ένα πλαίσιο που δεν θα δημιουργεί αδικαιολόγητα εμπόδια στις επενδύσεις. https://t.co/QqxmtP0OLj
542	Tue Apr 16 14:46:02 +0000 2019	Ήταν μια συνάντηση διαφορετική. Σαββόπουλος, Πορτοκάλογλου, Νικολόπουλος, Δεληβοριάς, Πλιάτσικας, Φοίβος, Δρογώσης, Αναστασιάδης, Γιαννατσούλια, Φιλίππου. Δεν έχουμε βέβαια με όλους κοινές πολιτικές αφετηρίες, αλλά μας ενώνει ο κοινός στόχος: Να στηρίξουμε το ελληνικό τραγούδι. https://t.co/cxJU7d7jBE
543	Mon Apr 15 18:48:52 +0000 2019	The images of #NotreDame in flames are absolutely heartbreaking to watch. Notre-Dame is a historical and religious landmark of Paris, of France and of Europe. All our thoughts and prayers are with the French people tonight.
544	Mon Apr 15 16:04:22 +0000 2019	Σήμερα στην Ελλάδα δεν κρίνεται απλά το μέλλον της οικονομίας, αλλά το μέλλον της δημοκρατίας μας. Οι θεσμοί στην Ελλάδα πρέπει να ενδυναμωθούν καθώς η ανεξαρτησία τους είναι προϋπόθεση ευημερίας μιας χώρας. Σε αυτόν τον τομέα έχουμε πολλή δουλειά. #PBS https://t.co/GSzqgxRTWA
545	Mon Apr 15 14:56:27 +0000 2019	Συναντήθηκα με διανομείς για να ακούσω για τα προβλήματα που αντιμετωπίζουν και τις συνθήκες εργασίας τους. Είναι αυτονόητο δικαίωμα να τους παρέχει ο εργοδότης τον εξοπλισμό ασφαλείας ώστε να εργάζονται σε όσο το δυνατόν ασφαλέστερες συνθήκες. https://t.co/UHVscFEr6K https://t.co/jCLrUOBgLB
546	Sun Apr 14 19:54:53 +0000 2019	Κάποτε μας είπαν ή τους τελειώνουμε ή μας τελειώνουν. Θα είμαι λοιπόν ξεκάθαρος. Εμείς δεν θέλουμε να τελειώσουμε κανέναν. Εμείς θέλουμε να αρχίσουμε όλοι μαζί τη μεγάλη προσπάθεια ανοικοδόμησης της χώρας για να τελειώνουμε με αυτό το διχασμό που μπόλιασε στην ελληνική κοινωνία. https://t.co/g8feDaSlwd
547	Sun Apr 14 19:45:06 +0000 2019	Απευθύνομαι στα νέα παιδιά τα οποία θα κληθούν να ψηφίσουν για πρώτη φορά. Σας θυμίζω το στίχο «φοβάμαι όλα αυτά που θα γίνουν για εμένα χωρίς εμένα». Μην δώσετε τη δυνατότητα σε κάποιους άλλους να διαμορφώσουν το δικό σας μέλλον. https://t.co/QSuypq9jiR
548	Sun Apr 14 19:41:06 +0000 2019	Η ΝΔ αποτελεί κεντρικό πυλώνα της μεγαλύτερης ευρωπαϊκής πολιτικής οικογένειας, του @EPP, που θα είναι νικητής στις επόμενες εκλογές. Εμείς θέλουμε να είμαστε με τους νικητές. Όχι να ψαχνόμαστε σε ποια ευρωομάδα θα ενταχθούμε χωρίς ταυτότητα και χωρίς προσανατολισμό. https://t.co/G4dFPSmTtJ
549	Sun Apr 14 19:26:41 +0000 2019	Η σημερινή ημέρα, είναι μια ημέρα συμβολική. Είναι συμβολική, διότι ακριβώς σε 42 μέρες από σήμερα, στις 26 Μαΐου η Νέα Δημοκρατία θα πετύχει την πρώτη μεγάλη νίκη, μετά από τέσσερα χρόνια με 42 εξαιρετικούς υποψηφίους στην πρώτη γραμμή. https://t.co/4zaE7G43sO
550	Sun Apr 14 17:38:03 +0000 2019	RT @neademokratia: Aξίζουμε καλύτερα και στην Ελλάδα και στην Ευρώπη. https://t.co/KWj3n6ETy5
551	Sun Apr 14 15:34:22 +0000 2019	Δείτε ζωντανά την παρουσίαση του Ευρωψηφοδελτίου της Νέας Δημοκρατίας. Γιατί αξίζουμε καλύτερα. Στην Ελλάδα και στην Ευρώπη. https://t.co/4gimUKD4tE
552	Sun Apr 14 08:33:54 +0000 2019	RT @neademokratia: Έτοιμοι για την Ελλάδα που αξίζουμε στην Ευρώπη που θέλουμε. https://t.co/1YbcKVZEbU
553	Fri Apr 12 13:16:21 +0000 2019	Οι ίσες ευκαιρίες αποτελούν κεντρικό πολιτικό μας στόχο και υποχρέωση του σύγχρονου κράτους να τις προσφέρει. Γι'αυτό το 1ο πρότυπο δημόσιο σχολείο που θα ιδρύσουμε ως κυβέρνηση θα είναι στο Περιστέρι. Γιατί τις ευκαιρίες πρέπει να τις δώσουμε σε αυτούς που τις χρειάζονται.#ΚΕΦίΜ https://t.co/fVcxi3xzH7
554	Fri Apr 12 13:14:12 +0000 2019	Με ΝΔ τα άβατα και το άσυλο εγκληματικότητας τελειώνουν. Θα καταργηθεί ο νόμος Παρασκευόπουλου που απελευθέρωσε εκατοντάδες εγκληματίες. Θα λειτουργήσουν φυλακές υψίστης ασφαλείας, θα επανιδρυθεί η Ομάδα ΔΕΛΤΑ, θα ενισχυθεί η ΔΙΑΣ. Στις γειτονιές θα επιστρέψει η ασφάλεια. #ΚΕΦίμ https://t.co/H73vgNyXGE
555	Thu Apr 11 16:15:56 +0000 2019	Στον Πειραιά με τον υποψήφιο Δήμαρχο που στηρίζει η Νέα Δημοκρατία Νίκο Βλαχάκο. Μία πόλη ιστορική και δυναμική, πύλη ανάπτυξης για ολόκληρη τη χώρα. Οι πολίτες που ζουν και εργάζονται εδώ αξίζουν να δουν την πόλη τους να φτάνει τις τεράστιες δυνατότητές της. https://t.co/di5MLMuyTC
556	Thu Apr 11 12:16:41 +0000 2019	Συνάντησα σήμερα τους εκπροσώπους της ΔΑΠ των Πανεπιστημίων και των ΤΕΙ και τους έδωσα συγχαρητήρια για τη μεγάλη νίκη τους στις χθεσινές φοιτητικές εκλογές. Ήταν μία ακόμα απόδειξη ότι σε όλους τους κοινωνικούς χώρους οι φιλελεύθερες δυνάμεις ενισχύονται. https://t.co/0lrzTjNypQ https://t.co/j75WePDAW0
557	Wed Apr 10 17:21:47 +0000 2019	Στη Νάξο και την Πάρο συνάντησα νέους ανθρώπους που μεγαλουργούν στα νησιά τους. Η βραβευμένη διεθνώς ζυθοποιία «56 Isles» και η Ένωση Αγροτικών Συνεταιρισμών Νάξου δείχνουν ότι είτε με ατομικό μεράκι, είτε με συλλογική προσπάθεια μπορούμε να ξαναχτίσουμε την Ελλάδα που αξίζουμε. https://t.co/haMtRLatj3
558	Wed Apr 10 09:57:41 +0000 2019	Το μήνυμά μας είναι απλό: Αφαιρούμε φορολογικά βάρη από πολίτες και επιχειρήσεις για να δώσουμε δύναμη στην οικονομία και στη μεσαία τάξη. Η παραγωγική Ελλάδα θα ανασάνει και πάλι. Μόνο έτσι θα δημιουργήσουμε πολλές θέσεις εργασίας και θα ενισχύσουμε την υγιή επιχειρηματικότητα. https://t.co/6k2dbKuS9F
559	Tue Apr 09 16:05:50 +0000 2019	Υπερφορολόγησαν τους πολίτες και γι΄ αυτό σχεδιάζω να τους επιστρέψω μέρος αυτών που αχρείαστα τους πήρε το κράτος. Και το ίδιο θα κάνω και με τις επιχειρήσεις προκειμένου να επανεπενδύσουν τα έσοδά τους και να αναπτυχθεί η οικονομία. #Reuters https://t.co/KSyfT458Or
560	Mon Apr 08 15:46:03 +0000 2019	"Στο ""Φάρο του Κόσμου"" πριν από λίγες μέρες είδα την αξιέπαινη προσπάθεια που γίνεται, ώστε παιδιά από οικογένειες Ρομά να αποκτήσουν όλα τα εφόδια για μια δημιουργική ζωή. Στόχος μου είναι όλα τα παιδιά να έχουν ίσες ευκαιρίες και να μην υπάρχουν όρια στα όνειρά τους. https://t.co/M6e3xgiyvl"
561	Sat Apr 06 16:57:03 +0000 2019	Πώς μπορείς να ζήσεις στην Ελλάδα ως νέος; Να ελπίζεις σε κάτι καλύτερο; Πώς θα κάνεις οικογένεια; Δεν αρκεί το «πείσμα και η τρέλα» να μείνει κανείς στην Ελλάδα. Ευκαιρίες και δουλειές χρειάζονται. Και η δημιουργία αυτών των ευκαιριών είναι η απόλυτη προτεραιότητά μου. https://t.co/6rSCLOE6Y2
562	Fri Apr 05 19:03:24 +0000 2019	Από το Αγρίνιο θέλω να εκφράσω τη στήριξή μου στον Νεκτάριο Φαρμάκη, υποψήφιο Περιφερειάρχη Δυτικής Ελλάδος. Είναι ένας νέος και άξιος άνθρωπος που προέρχεται από την τοπική αυτοδιοίκηση, ένας πολίτης του τόπου του, και είμαι σίγουρος πως θα τον υπηρετήσει με τον καλύτερο τρόπο. https://t.co/es8X9Bkdrb
563	Fri Apr 05 18:42:43 +0000 2019	Δεν μπορώ να φανταστώ ότι το όνειρο ενός νέου είναι να πάρει ένα συμπληρωματικό επίδομα από το κράτος. Γι'αυτό μιλάμε τόσο για ευκαιρίες. Οι ευκαιρίες και οι καλές θέσεις εργασίας χρειάζονται επενδύσεις. Και οι επενδύσεις χρειάζονται χαμηλότερη φορολογία και φιλικό περιβάλλον.
564	Fri Apr 05 18:21:23 +0000 2019	Είναι υποχρέωση μίας δημοκρατικής πολιτείας να παρέχει ασφάλεια στους πολίτες, γιατί χωρίς φυσική ασφάλεια δεν υπάρχει ελευθερία. Και αυτή η πολιτική δεν είναι ούτε δεξιά, ούτε αριστερή, ούτε κεντρώα. Είναι αυτονόητη πολιτική υποχρέωση ενός κράτους δικαίου απέναντι στους πολίτες.
565	Fri Apr 05 17:09:46 +0000 2019	Ζωντανά η ομιλία μου στο Αγρίνιο. https://t.co/W71rB1eaOu
566	Fri Apr 05 14:24:09 +0000 2019	"Στην Αιτωλοακαρνανία σήμερα το μήνυμα που άκουσα ήταν ""κάνε κάτι να γυρίσουν οι νέοι μας"". Οι νέοι χρειάζονται ευκαιρίες στον τόπο τους και η Αιτωλοακαρνανία μπορεί να τις προσφέρει. Θα κάνω ό,τι περνάει από το χέρι μου για να έχουν αυτές τις ευκαιρίες. https://t.co/VjhBpbdCbn"
567	Fri Apr 05 09:25:10 +0000 2019	Η χθεσινή επίθεση κατά ανδρών του Λιμενικού και του εισαγγελέα που τους συνόδευε στα Εξάρχεια ξεπερνά κάθε προηγούμενο. Δυστυχώς στην Ελλάδα του κ. Τσίπρα, κανείς και πουθενά δεν αισθάνεται ασφαλής. Αυτή η πρωτοφανής παρακμή που βιώνει η χώρα μας θα ανήκει σύντομα στο παρελθόν. https://t.co/BFR0Me2yz9
568	Thu Apr 04 21:31:27 +0000 2019	Η αγάπη μας για την Ελλάδα δεν μπορεί να είναι απλά μια ρομαντική αναζήτηση ενός ένδοξου παρελθόντος. Χρειαζόμαστε κάτι παραπάνω. Προϋποθέσεις για να μπορεί ένας νέος να εργαστεί, να κάνει οικογένεια εδώ, να ζήσει όσο καλύτερα μπορεί. Αυτός είναι ο στόχος μου. #openmind https://t.co/8grDfWrspy
569	Thu Apr 04 21:21:01 +0000 2019	"Δώσαμε ευκαιρίες σε νέους ανθρώπους, στο ευρωψηφοδέλτιό μας και
στο μητρώο στελεχών. Έχουμε παράξει έναν μοναδικό προγραμματικό λόγο ως προς την ποιότητα και το βάθος των προτάσεών μας. Είμαστε έτοιμοι για την επόμενη μέρα. Αυτή είναι η πραγματική Νέα Δημοκρατία σήμερα. #OpenMind"
570	Thu Apr 04 21:05:43 +0000 2019	Η πολιτική φύλαξης των συνόρων της Ευρώπης με βρίσκει απολύτως σύμφωνο. Είναι μία πολιτική η οποία βρίσκει σύμφωνους και τους Ευρωπαίους σοσιαλιστές και τον κ. Μακρόν. Ο κ. Τσίπρας όμως δεν έχει μιλήσει ποτέ για προστασία των συνόρων. Πώς τοποθετείται σε αυτό το θέμα; #OpenMind https://t.co/u08hu57i2l
571	Thu Apr 04 20:47:50 +0000 2019	Παρά την εκκρεμότητα του ονόματος είχαμε στενές οικονομικές σχέσεις με τα Σκόπια. Και όταν ο κ. Τσίπρας μιλάει για βαλκανική οικονομική πολιτική ξεχνάει πως οι ελληνικές τράπεζες υποχρεώθηκαν να πουλήσουν τις βαλκανικές θυγατρικές τους στη 3η ανακεφαλαιοποίηση του 2015. #OpenMind
572	Thu Apr 04 20:25:32 +0000 2019	Η κάλπη των Ευρωεκλογών θα είναι η πρώτη φορά μετά από 4 χρόνια που θα εκφραστούν οι πολίτες. Η ψήφος σε αυτήν κάλπη θα στείλει ένα μήνυμα αποδοκιμασίας στην κυβέρνηση, αλλά και ένα μήνυμα του ποιος μπορεί να οδηγήσει με ασφάλεια την Ελλάδα σε μια Ευρώπη που αλλάζει. #OpenMind https://t.co/YoYUhXd4S0
573	Thu Apr 04 20:15:10 +0000 2019	Ξέρω καλά ότι την επόμενη μέρα μας περιμένει πολύ σκληρή δουλειά. Η ανάληψη αυτής της ευθύνης είναι βαριά. Όμως μπήκα στην πολιτική για να κάνω τις ζωές των ανθρώπων καλύτερες. Και τελικά για αυτό πιστεύω ότι θα με κρίνουν οι πολίτες. #opentv
574	Thu Apr 04 20:00:20 +0000 2019	Συνέντευξη στον τηλεοπτικό σταθμό Open και τη δημοσιογράφο @ElliStai. #opentv https://t.co/Awr3NiybD8 https://t.co/jggUWEobkg
575	Thu Apr 04 18:02:01 +0000 2019	RT @neademokratia: Η υιοθεσία ενός αδέσποτου ζώου είναι μια πράξη ευθύνης. Μια πράξη που σώζει μια ζωή. Και μια πράξη που χαρίζει καθημεριν…
576	Thu Apr 04 15:26:23 +0000 2019	Η Λακωνία έχει σημαντικότατες αναπτυξιακές δυνατότητες. Η προστασία του περιβάλλοντος και η αξιοποίηση του πολιτιστικού της πλούτου πρέπει να αποτελέσει προτεραιότητα για τη χώρα. Και η επόμενη κυβέρνηση της ΝΔ θα στηρίξει αυτήν ακριβώς την αναπτυξιακή λογική. https://t.co/VO0n8rItB0
577	Wed Apr 03 12:22:15 +0000 2019	Στα Σεπόλια γνώρισα ανθρώπους που απαιτούν το αυτονόητο από την πολιτεία: ασφάλεια και προοπτική. Για αυτούς τους ανθρώπους θέλω να εργαστώ και να δικαιώσω τις προσδοκίες τους. https://t.co/ZfiRTmei1C
578	Tue Apr 02 15:25:38 +0000 2019	Σήμερα στα Σεπόλια οι πολίτες μου μίλησαν για τη δυσβάσταχτη φορολογία και την ανασφάλεια που αισθάνονται στη γειτονιά τους. Θέλω να ξέρουν ότι τους ακούω. Κι ότι έχουν δίκιο. Η φορολογία θα μειωθεί αμέσως και το κράτος θα τους παρέχει και πάλι το αυτονόητο δικαίωμα στην ασφάλεια https://t.co/uFyqYH634g
579	Tue Apr 02 06:21:34 +0000 2019	Ο Βασίλης Λυριτζής ήταν ένας πολύ αξιοπρεπής και ποιοτικός δημοσιογράφος με τον οποίο έχω κάνει πολλές ουσιαστικές συζητήσεις.  Λυπήθηκα πολύ για τον πρόωρο θάνατό του.  Θερμά συλλυπητήρια στους οικείους του.
