	created_at	full_text
1484	Tue Mar 06 14:02:04 +0000 2018	Καλώ τους αρμόδιους υπουργούς, έστω και με καθυστέρηση, να πράξουν όλα όσα πρέπει, για να τελειώσει εδώ η ανεπίτρεπτη ομηρία των δύο στρατιωτικών μας. Είναι προφανές ότι η κυβέρνηση υποτίμησε το περιστατικό, όπως υποτίμησε και την διαρκώς κλιμακούμενη επιθετικότητα της Τουρκίας. https://t.co/TkGUPLAd6k
1485	Tue Mar 06 13:34:13 +0000 2018	Θέλω να εκφράσω τα θερμά μου συγχαρητήρια στα στελέχη της Αντιτρομοκρατικής Υπηρεσίας για τις συντονισμένες επιχειρήσεις που οδήγησαν σε συλλήψεις μελών μίας ακροδεξιάς τρομοκρατικής οργάνωσης.
1486	Mon Mar 05 18:37:58 +0000 2018	Είχα την ευκαιρία να επισκεφθώ την Εύβοια και να συζητήσω με τους κατοίκους της. Οι νέοι θέλουν να βρουν δουλειά στον τόπο τους. Η ανεργία δεν έχει χρώμα, μου είπαν. Οι επόμενες εκλογές δεν αφορούν το παρελθόν αλλά το μέλλον που μας αξίζει. https://t.co/LpvIkCFCdK
1487	Mon Mar 05 12:04:19 +0000 2018	Η Κυβέρνηση έφτασε στο πρωτοφανές σημείο να διαπραγματεύεται με κατηγορούμενους για τρομοκρατία και εν τέλει να κάνει ό,τι της ζητούν. Αυτό συνιστά βαρύ πλήγμα για τη δημοκρατική νομιμότητα και το Κράτος δικαίου. Είναι πρόκληση για τους πολίτες που αισθάνονται απροστάτευτοι. https://t.co/Q27GQZKzKJ
1488	Fri Mar 02 18:47:40 +0000 2018	Πρώτη μου προτεραιότητα είναι να δημιουργήσω δουλειές. Αυτό θα γίνει με προσέλκυση επενδύσεων. Για να επιτευχθεί αυτό χρειάζεται ενα σταθερό φορολογικό πλαίσιο και ένα τραπεζικό σύστημα που να λειτουργεί σωστά. #delphi_forum https://t.co/Xm3LssYql6 https://t.co/HkkEDrbUYy
1489	Thu Mar 01 15:10:33 +0000 2018	Οι γνωστοί άγνωστοι ήρθαν, έσπασαν, βανδάλισαν και έφυγαν ανενόχλητοι. Το έχουν ξανακάνει πολλές φορές και απειλούν ότι θα το ξανακάνουν. Όλα αυτά συμβαίνουν με την αποκλειστική ευθύνη μίας Κυβέρνησης η οποία ανέχεται να απειλούνται ζωές και περιουσίες Ελλήνων πολιτών. https://t.co/QC72qi4GAQ
1490	Wed Feb 28 11:56:25 +0000 2018	Επικοινώνησα νωρίτερα με τον Πρόεδρο του Ευρωπαϊκού Κοινοβουλίου @Antonio_Tajani. Του ευχήθηκα καλή επιτυχία στις εκλογές και να είναι ο επόμενος πρωθυπουργός της Ιταλίας.
1491	Tue Feb 27 17:15:46 +0000 2018	Οι έμποροι των εύκολων λύσεων έχουν απαξιωθεί. Ξέρουμε τι χρειάζεται η χώρα και η οικονομία. Περισσότερη ελευθερία. Πίστη στη δημιουργικότητα των Ελλήνων. Λιγότερη γραφειοκρατία και χαμηλότερους φόρους. https://t.co/LzfhT2osPa
1492	Mon Feb 26 16:01:05 +0000 2018	Το όραμα μου είναι να γίνει η Δυτική Αττική μήτρα νέων ιδεών &amp; τεχνολογιών, με επίκεντρο το νέο Πανεπιστήμιο Εφαρμοσμένων Επιστημών. Ένα οικοσύστημα από ερευνητές, φοιτητές, επιχειρηματίες πλήρως εναρμονισμένο με τις σύγχρονες, παγκόσμιες τάσεις της εφαρμοσμένης επιστήμης. #vouli
1493	Mon Feb 26 15:57:57 +0000 2018	Για μας η προτεραιότητα είναι η ουσιαστική ενίσχυση της τεχνολογικής ανώτατης εκπαίδευσης. Με δημιουργία, για πρώτη φορά, ενός Πανεπιστημίου Εφαρμοσμένων Επιστημών που μπορεί να γίνει πρότυπο για όλη την ευρύτερη περιοχή των Βαλκανίων και ένα από τα καλύτερα της Ευρώπης. #vouli
1494	Mon Feb 26 15:49:43 +0000 2018	Χρειαζόμαστε αυτόνομα και αυτοδιοίκητα ΑΕΙ, όχι παραρτήματα του Υπουργείου Παιδείας. Και φυσικά χρειαζόμαστε ανοιχτά και ασφαλή πανεπιστήμια και όχι προστατευόμενα γκέτο κουκουλοφόρων. #vouli
1495	Mon Feb 26 15:48:18 +0000 2018	Φέρνετε ένα νομοσχέδιο απροετοίμαστο. Τρέχετε να προλάβετε τα μηχανογραφικά δελτία των φετινών τελειοφοίτων Λυκείου, διότι απλά ο κ. Τσίπρας εξήγγειλε τη λειτουργία του Πανεπιστημίου Δυτικής Αττικής για φέτος. Γράψατε όλο το νομοσχέδιο στο πόδι προσπαθώντας να μαζέψετε ψήφους.
1496	Mon Feb 26 15:42:11 +0000 2018	Η σχετική διάταξη ψηφίστηκε στις 14 Αυγούστου 2015, μαζί με το τρίτο μνημόνιο. Η χώρα χανόταν κι εσείς περνάγατε ρουσφέτια. Oι πολίτες πλέον το γνωρίζουν πολύ καλά: Δεν υπήρξε ποτέ κανένα ηθικό πλεονέκτημα της Αριστεράς. #vouli
1497	Mon Feb 26 15:40:03 +0000 2018	Ο ΣΥΡΙΖΑ ψήφισε το νόμο ο οποίος επέτρεψε στην κ. Αντωνόπουλου και στο σύζυγό της κ. Παπαδημητρίου να παίρνουν μηνιαίο επίδομα 1000 ευρώ, την ώρα που διαθέτουν όχι μόνον μεγάλη περιουσία, αλλά και άλλη κατοικία στην Αττική. #vouli
1498	Sun Feb 25 09:10:27 +0000 2018	RT @neademokratia: Αντί απάντησης στην ανακοίνωση του ΣΥΡΙΖΑ , τους αποστέλλουμε σημερινές φωτογραφίες της περιοχής και δύο χάρτες της διαδ…
1499	Sat Feb 24 15:54:36 +0000 2018	Νωρίτερα στη Μάνδρα, δίνοντας συνέχεια σε μια δέσμευση που είχα αναλάβει εκείνες τις πολύ δύσκολες πρώτες μέρες ότι εγώ και το Κόμμα μου θα βρισκόμαστε κοντά στους πολίτες της καθ’ όλη τη διάρκεια αυτής της δύσκολης προσπάθειας αποκατάστασης της πόλης. https://t.co/I9C05CEs0z
1500	Sat Feb 24 07:45:28 +0000 2018	Δεν είμαι εδώ μόνο για να πείσω τους πολίτες. Είμαι εδώ για να τους παρέχω πραγματικές προοπτικές βελτίωσης της ζωής τους. Αυτή είναι η δουλειά μας. Και να ανακαλύψουμε πάλι τις χαμένες αξίες του Έλληνα. Την εργατικότητα, το φιλότιμο, την προκοπή. #skai
1501	Sat Feb 24 07:40:00 +0000 2018	Mέσα από τη μείωση του ΕΝΦΙΑ δεν βελτιώνουμε απλά το διαθέσιμο εισόδημα αλλά αναπτύσσουμε συνολικά μια αγορά η οποία είναι απολύτως κρίσιμη για την Ελλάδα. To σχέδιό μας για την αγορά των ακινήτων συμπεριλαμβάνει απλοποίηση μεταβιβάσεων &amp; φορολογικά κίνητρα για ανακαίνιση κτιρίων
1502	Sat Feb 24 07:38:34 +0000 2018	Εκλέχτηκα από τη βάση της Νέας Δημοκρατίας για να αλλάξω τη Νέα Δημοκρατία και να δώσω πολλές ευκαιρίες σε νέους ανθρώπους. Θα δείτε πολλά νέα πρόσωπα και στην επόμενη Κυβέρνηση και στον κυβερνητικό μηχανισμό που θα σας εκπλήξουν ευχάριστα. #skai
1503	Sat Feb 24 07:35:33 +0000 2018	Λέω στους επιχειρηματίες κάτι το οποίο είναι έντιμο. Εγώ θα σας μειώσω τους φόρους, θα σας απλοποιήσω το επιχειρηματικό περιβάλλον και θα σας διευκολύνω στη ρευστότητα. Εσείς όμως θα επενδύσετε στην χώρα σας, θα πληρώσετε φόρους και θα προσέχετε τους εργαζόμενους σας. #skai
1504	Sat Feb 24 07:28:00 +0000 2018	Είναι πάρα πολύ εύκολο να κάνεις το λιοντάρι φορώντας στολές παραλλαγής και μετά να αναγκάζεσαι να διαχειρίζεσαι εθνικές υποχωρήσεις. Διότι αυτό γίνεται αυτή τη στιγμή. Στα λόγια, οι «μαγκιές» είναι εύκολες, αλλά η εξωτερική πολιτική απαιτεί σοβαρότητα, σταθερότητα &amp; υπευθυνότητα
1505	Sat Feb 24 07:21:48 +0000 2018	Το μόνο αποτέλεσμα από την επίσκεψη Ερντογάν, που κάποιοι πανηγύριζαν, ήταν η κλιμάκωση της τουρκικής προκλητικότητας. Αυτές οι συμπεριφορές είναι απαράδεκτες. Η Ελλάδα θα υπερασπιστεί το δίκιο της με αυτοπεποίθηση, επίκληση του Διεθνούς Δικαίου και τη στήριξη των συμμάχων της.
1506	Sat Feb 24 07:13:03 +0000 2018	Οι Έλληνες στα ζητήματα της εθνικής τους ταυτότητας είναι ιδιαίτερα ευαίσθητοι. Όλοι οι Έλληνες, όχι μόνο οι Μακεδόνες. Και το μεγάλο λάθος του κ. Τσίπρα είναι ότι δίχασε τον λαό και σε αυτό το θέμα. Χαρακτήρισε όλους όσοι έχουν αυτή την ευαισθησία ακροδεξιούς, όχλο, γραφικούς.
1507	Sat Feb 24 07:10:18 +0000 2018	Ο κ. Τσίπρας διέλυσε την οικονομία και κάνει συνεχείς εθνικές υποχωρήσεις. Νομίζει ότι θα κρυφτεί πίσω από τη σκανδαλολογία. Κάνει μεγάλο λάθος. Οι ευθύνες του για το πως διέλυσε την παραγωγική οικονομία και για το πως κάνει διαρκείς υποχωρήσεις στα εθνικά θέματα, θα αναδειχθούν.
1508	Sat Feb 24 07:06:55 +0000 2018	Τα δικά μας στελέχη είπαν ξεκάθαρα ότι δεν τους ενδιαφέρει το ζήτημα της παραγραφής, ότι θέλουν να δικαστούν. Την ίδια στιγμή που η Κυβέρνηση συγκάλυψε τον κ. Κουρουμπλή, στήνοντας δέκα κάλπες και όχι έντεκα. #skai
1509	Sat Feb 24 07:06:05 +0000 2018	Το 2006, ως απλός βουλευτής, έστειλα μια επιστολή στους 299 συναδέλφους μου, ζητώντας να αλλάξουμε το άρθρο 86, περί ευθύνης Υπουργών. Ψάχναμε 50 υπογραφές. Με το ζόρι βρήκαμε 10. Το άρθρο 86 θα αλλάξει. Οι πολιτικοί δεν θα έχουν αυτή την σκανδαλωδώς ευνοϊκή μεταχείριση. #skai
1510	Sat Feb 24 07:03:17 +0000 2018	Το κέρδος από τον περιορισμό της υπερσυνταγογράφησης, πρέπει να γυρνάει πίσω στους πολίτες. Να μειώσουμε τη συμμετοχή των ηλικιωμένων στο φάρμακο. Να μην πρέπει να τρέχουν κάθε τρεις και λίγο πίσω για να επιβεβαιώσουν μια συνταγή χρόνιας πάθησης. Να παραδίδουμε φάρμακα στο σπίτι.
1511	Sat Feb 24 07:02:24 +0000 2018	Προκαταρκτική Επιτροπή γίνεται για να αποδώσει ποινικές ευθύνες. Επειδή ο κ.Τσίπρας δεν μπορούσε να αποδώσει καμία ποινική ευθύνη, μίλησε για πολιτικές ευθύνες. Η Παράταξη μας έκανε μια συνολική προσπάθεια να μειώσει τη φαρμακευτική δαπάνη. Ο κ.Τσίπρας τι έκανε; Aπολύτως τίποτα.
1512	Sat Feb 24 07:00:29 +0000 2018	Εμείς θα επιμένουμε να μιλάμε για την επόμενη μέρα. Για το μέλλον της χώρας και όχι για το παρελθόν. Για δουλειές, για καλύτερο κοινωνικό Κράτος, για λιγότερους φόρους, για καλύτερο σύστημα Υγείας, για σχολεία που πραγματικά θα δίνουν μόρφωση και δεξιότητες στα παιδιά μας. #skai
1513	Sat Feb 24 06:58:54 +0000 2018	Nα μην σπεύσει ο κ. Τσίπρας άρον - άρον να κλείσει την Προκαταρκτική Επιτροπή και να επιστρέψει την υπόθεση στην Δικαιοσύνη. Αυτό θα ισοδυναμεί με την απόλυτη συγκάλυψη και αυτό εμείς και εγώ προσωπικά δεν θα το ανεχθούμε. #skai
1514	Thu Feb 22 17:33:45 +0000 2018	Με την επιβολή εισφοράς ΕΦΚΑ σε κάθε απόδειξη δαπάνης που κόβουν οι πωλητές της σχεδίας, υποχρεώνονται να πωλούν πιο ακριβά το περιοδικό &amp; να δυσκολεύονται ακόμη περισσότερο να βγάλουν ένα μεροκάματο. Αδιανόητο που κανείς στην κυβέρνηση δεν βρήκε μια λύση. https://t.co/7rS3uAVOR2 https://t.co/BvbDeXzEGC
1515	Thu Feb 22 16:28:19 +0000 2018	Συζητήσαμε νωρίτερα με τον Πρόεδρο της Ιρλανδίας κ. Michael D. Higgins για την περαιτέρω εμβάθυνση των διμερών σχέσεων Ελλάδας - Ιρλανδίας, το μέλλον της Ευρώπης καθώς και τις προκλήσεις που δημιουργούν το Brexit και η μεταναστευτική κρίση. https://t.co/NzAA0QI378
1516	Thu Feb 22 12:10:47 +0000 2018	Δεν είχατε το θάρρος κ. Τσίπρα να τους κοιτάξετε στα μάτια τους 10 ανθρώπους που κατηγορείτε. Δεν είχατε το θάρρος να ήσασταν εδώ να κοιτάξετε στα μάτια τον κ. Πικραμμένο που με τρεμάμενη φωνή στάθηκε σε αυτό εδώ το βήμα να υπερασπιστεί την αθωότητά του απέναντι στη λάσπη. https://t.co/6MCSsVKc7v
1517	Wed Feb 21 22:00:33 +0000 2018	Εσείς κ.Τσίπρα είστε ο τελευταίος που δικαιούστε να κουνάτε το δάχτυλο σε οποιονδήποτε! Ηγείστε μιας κυβέρνησης αδίστακτης, χωρίς αρχές. Υπηρετείτε συγκεκριμένα συμφέροντα, με αντάλλαγμα την μιντιακή, πολιτική &amp; οικονομική τους στήριξη. Είστε ο πιο πρόθυμος υπηρέτης κάθε ισχυρού.
1518	Wed Feb 21 21:56:53 +0000 2018	Δεν θα αφήσουμε την Ελλάδα να γίνει τριτοκοσμική αποικία. Το Κράτος Δικαίου τελικά πάντα επιβάλλεται στο παρακράτος. Η Δημοκρατία δεν θα σκύψει το κεφάλι σε μια αδίστακτη παρέα που κάνει τα πάντα για να μείνει στην εξουσία. #vouli
1519	Wed Feb 21 21:54:19 +0000 2018	Ο Κωνσταντίνος Καραμανλής είχε πει προφητικά ότι «η Δημοκρατία κινδυνεύει από αυτούς που την επικαλούνται περισσότερο». Ο τροχός της ιστορίας το έφερε έτσι, ώστε η δημοκρατία μας να κινδυνεύει από αυτούς που, επικαλούμενοι το καλό του λαού, υπονομεύουν τους δημοκρατικούς θεσμούς.
1520	Wed Feb 21 21:52:59 +0000 2018	Η δική μας θέση είναι καθαρή. Φως στο σκοτάδι. Να μάθουμε την αλήθεια, να ξηλώσουμε το κύκλωμα, να τιμωρηθούν όσοι εμπλέκονται, όποιοι και αν είναι. Στήστε μια κάλπη με ένα ερώτημα. Ναι ή όχι στη σύσταση της Προανακριτικής Επιτροπής. Σε αυτό το ερώτημα ψηφίζουμε ναι. #vouli
1521	Wed Feb 21 21:51:16 +0000 2018	Μην τολμήσετε να κλείσετε την Προανακριτική Επιτροπή χωρίς να έρθουν όλα στο φως. Δικαιοσύνη με κατασκευασμένα κατηγορητήρια δεν υπάρχει σε μια Δημοκρατία. Οι μάρτυρες πρέπει να καταθέσουν ενώπιον της Επιτροπής και κατ’ αντιπαράσταση με τους εγκαλούμενους πολιτικούς. #vouli
1522	Wed Feb 21 21:41:38 +0000 2018	Μας πρωτομιλήσατε για την υπόθεση Novartis εδώ και έναν χρόνο. Από τότε τι κάνατε γι’ αυτό; Ποιους ελέγχους έχετε ξεκινήσει; Ποια μέτρα πήρατε κατά της εταιρείας; Τι κάνατε με το κύκλωμα των γιατρών και τις υπερσυνταγογραφήσεις; Ποιος παραπέμφθηκε; Ποιος ξηλώθηκε; #vouli
1523	Wed Feb 21 21:40:02 +0000 2018	Την ώρα που στήνεται σκηνικό γκρίζων ζωνών στο Αιγαίο, εσείς στήνετε γκρίζες ζώνες μέσα στη Βουλή. Εκδώσατε ήδη το γκρίζο σας πόρισμα για τους αντιπάλους σας χωρίς να υπάρχει ψήγμα απόδειξης. Ένοχοι μέχρις απόδειξης της αθωότητας τους, όπως μας είπε και ο κ. Κοτζιάς. #vouli
1524	Wed Feb 21 21:38:16 +0000 2018	Όσο και να προσπαθείτε να το κρύψετε και να μεταλλαχθείτε, είστε το «πολιτικό γενόσημο» του παλιού συστήματος, κύριε Τσίπρα. Φτιαγμένος από τις ίδιες ουσίες του ψεύδους, του λαϊκισμού, των πελατειακών πρακτικών και της δημαγωγίας. #vouli
1525	Wed Feb 21 21:36:35 +0000 2018	Όταν εμείς μειώσαμε τη φαρμακευτική δαπάνη, οι πρώτοι που αντιδρούσατε ήσασταν εσείς. Αυτός που συμμαχούσε με τις φαρμακοβιομηχανίες ήσασταν εσείς κ. Τσίπρα. Σας προκαλώ ευθέως: Φέρτε μου μία ανακοίνωσή σας που να ζητάτε μείωση της φαρμακευτικής δαπάνης. Δεν υπάρχει ούτε μία.
1526	Wed Feb 21 21:32:50 +0000 2018	Γιατί εξαιρείτε τον κ. Κουρουμπλή από τη διερεύνηση της υπόθεσης; Πώς γίνεται ένας νυν υπουργός να υπογράψει ο ίδιος, για τον εαυτό του, ότι παραγράφηκε το δικό του ενδεχόμενο αδίκημα απιστίας περί την υπηρεσία, και ταυτόχρονα να κατηγορεί άλλους που ήταν υπουργοί πριν 10 χρόνια.
1527	Wed Feb 21 21:30:44 +0000 2018	Δεν είστε επικίνδυνοι μόνο για την οικονομία αλλά και για την ίδια τη Δημοκρατία. Παρεμβαίνετε στο έργο της Δικαιοσύνης. Μετατρέπετε την δημόσια τηλεόραση σε εργαλείο απροκάλυπτης κυβερνητικής προπαγάνδας. Καλλιεργείτε τη συνωμοσιολογία και τη χυδαιότητα στον πολιτικό διαλόγο.
1528	Wed Feb 21 21:26:31 +0000 2018	Σε μια Δημοκρατία δεν μπορείτε «να τελειώσετε» τους πολιτικούς σας αντιπάλους όσο και να το προσπαθείτε. Εσείς θα τελειώσετε πολιτικά κ. Τσίπρα. Με τον μόνο τρόπο που αλλάζουν οι κυβερνήσεις στις Δημοκρατίες. Με εκλογές. Με μία κάλπη και όχι με δέκα, όπως κάνετε σήμερα. #vouli
1529	Wed Feb 21 21:24:18 +0000 2018	Νομίζετε ότι αυτά που γίνονται σήμερα στη Βουλή δεν τα βλέπουν οι γείτονές μας που αποθρασύνονται κάθε μέρα; Δεν τα βλέπουν οι ξένοι επενδυτές που επιζητούν σταθερότητα σε μια χώρα με πολιτική ομαλότητα; Δεν τα βλέπουν οι πολίτες που αναζητούν λύσεις στα προβλήματά τους; #vouli
1530	Tue Feb 20 10:09:49 +0000 2018	Είναι αδιανόητο να μένει η Αθήνα χωρίς λεωφορεία από τις 11 ως τις 6 μμ και να ταλαιπωρούνται οι πολίτες επειδή οι εργαζόμενοι του ΟΑΣΑ κάνουν εκλογοαπολογιστική συνέλευση. Οι συνελεύσεις αυτές πρέπει να γίνονται τα ΣΚ κι όχι σε ώρες αιχμής. Είναι από αυτά που θα αλλάξουμε αμέσως
1531	Sat Feb 17 17:21:49 +0000 2018	Πολλές ενδιαφέρουσες και χρήσιμες συναντήσεις, προβάλλοντας τις ελληνικές θέσεις. #MunichSecurityConference https://t.co/NSYribyMnH https://t.co/JuPt3xnHlR
1532	Fri Feb 16 16:06:34 +0000 2018	Στην τελευταία συνταγματική αναθεώρηση, ως νέος τότε βουλευτής, είχα επιχειρήσει να συλλέξω τις 50 υπογραφές για να κριθεί αναθεωρητέο το άρθρο 86 του Συντάγματος περί ευθύνης υπουργών. Μόνο 8 είχαν πει ναι. Σήμερα, για άλλη μια φορά, επανέρχομαι στο θέμα. https://t.co/d4fGuoxpHW
1533	Thu Feb 15 15:27:57 +0000 2018	Το μήνυμα της Ελλάδας πρέπει να είναι ξεκάθαρο και αδιαπραγμάτευτο: Στο Αιγαίο δεν υπάρχουν γκρίζες ζώνες. Τα Ίμια είναι ελληνικά. Τα κυριαρχικά δικαιώματα της Πατρίδας μας δεν είναι υπό διαπραγμάτευση. https://t.co/GOLt2ROJR1
1534	Thu Feb 15 11:37:12 +0000 2018	Εμείς εξασφαλίζουμε σταθερότητα. Εμείς προσφέρουμε προοπτική για όλους τους Έλληνες πολίτες. Είμαστε έτοιμοι και τίποτε δεν μπορεί να μας σταματήσει. Η νομιμότητα θα επικρατήσει. Οι σκοτεινές ώρες που ζούμε πλησιάζουν στο τέλος τους και η Δημοκρατία μας θα ανθίσει ξανά.
1535	Thu Feb 15 11:28:30 +0000 2018	Πριν αναλάβουν τη διακυβέρνηση μας έλεγαν: «Ή τους τελειώνουμε ή μας τελειώνουν». Ε λοιπόν δεν μας τέλειωσαν όσο και αν προσπάθησαν. Είμαστε εδώ όρθιοι, δυνατοί και ενωμένοι. Η ΝΔ δεν εγγυάται μόνο την οικονομική ανάπτυξη. Είναι και ο θεματοφύλακας της ίδιας της Δημοκρατίας μας.
1536	Thu Feb 15 11:12:00 +0000 2018	Αυτό που αποδείχθηκε πλέον ότι επιδιώκει η Κυβέρνηση, είναι να διασύρει τους πολιτικούς της αντιπάλους, χωρίς να δώσει τη δυνατότητα στη Βουλή να διερευνήσει σε βάθος την υπόθεση. Την ίδια ώρα αποκλείουν κάθε περαιτέρω διερεύνηση των καταγγελιών κατά του κ. Κουρουμπλή.
1537	Thu Feb 15 11:04:03 +0000 2018	Θέλω να θέσω ένα αυτονόητο ερώτημα που έχουν όλοι οι πολίτες. Αυτοί οι τρεις κουκουλοφόροι που δέχθηκε η Δικαιοσύνη να καταθέσουν ανώνυμα, τι ακριβώς φοβούνται; Ότι θα τους δολοφονήσει ο κ. Πικραμμένος ή ο κ. Σαμαράς; 'H ότι θα τους δείρει ο κ. Γεωργιάδης ή ο κ. Στουρνάρας;
1538	Thu Feb 15 10:54:59 +0000 2018	Πράγματι υπήρξε υπέρβαση της φαρμακευτικής δαπάνης τα χρόνια πριν από την κρίση. Αλλά όταν η ΝΔ περιέκοψε δραστικά τη φαρμακευτική δαπάνη, ο κ. Τσίπρας έβγαζε πύρινες ανακοινώσεις. Πάει πολύ να ενδύεται το μανδύα της κάθαρσης αυτός που πολέμησε κάθε προσπάθεια εξορθολογισμού.
1539	Thu Feb 15 10:45:00 +0000 2018	Δίνουμε τη μάχη ενωμένοι και αποφασισμένοι. Αλλά χωρίς ποτέ να γίνουμε σαν τους συγγραφείς των ανακοινώσεων των υπογείων του Μαξίμου. Ανακοινώσεις που εκδίδονται με το εθνόσημο της Ελληνικής Δημοκρατίας αλλά χρησιμοποιούν τη γλώσσα των πιο άθλιων τρολς του διαδικτύου.
1540	Thu Feb 15 10:40:17 +0000 2018	Ένας πρωθυπουργός που υποτιμά την πατριωτική ευαισθησία και περιφρονεί τους πολίτες, δεν μπορεί να σταθεί στη θέση του. Είναι κατώτερος των περιστάσεων. Είναι ανίκανος να ηγηθεί μιας εθνικής προσπάθειας. Δεν έχει την εμπιστοσύνη των Ελλήνων.
1541	Thu Feb 15 10:33:26 +0000 2018	Το μήνυμα της Ελλάδας πρέπει να είναι ξεκάθαρο και αδιαπραγμάτευτο: Στο Αιγαίο δεν υπάρχουν γκρίζες ζώνες. Τα Ίμια είναι ελληνικά. Τα κυριαρχικά δικαιώματα της πατρίδας μας δεν είναι υπό διαπραγμάτευση. Και αυτό το λέμε όλοι οι Έλληνες με μία φωνή.
1542	Thu Feb 15 10:31:40 +0000 2018	Κάποιοι έσπειραν ψεύτικο πατριωτισμό και θερίζουν εθνικές υποχωρήσεις. Σοβαρή εξωτερική πολιτική με στολές παραλλαγής δεν γίνεται. Δεν είναι καρναβάλι όλο το χρόνο. Τα υπόλοιπα θα τα πούμε στην ώρα τους.
1543	Thu Feb 15 10:30:53 +0000 2018	"Ζωντανά η ομιλία μου στην Κοινοβουλευτική Ομάδα του Κόμματος
https://t.co/5vfmcbfAb8"
1544	Mon Feb 12 15:29:25 +0000 2018	Το Κράτος Δικαίου βάλλεται βάναυσα από τις μεθοδεύσεις της Κυβέρνησης του κ. Τσίπρα. Δεν θα του επιτρέψω να παριστάνει τον τιμητή της κάθαρσης, όταν εκείνος ήταν που έδινε μάχες για να μην μειωθεί η φαρμακευτική δαπάνη. https://t.co/nrlWsEvZQq https://t.co/TwBnYOZAI5
1545	Mon Feb 12 15:23:03 +0000 2018	Σε ένα εξαιρετικά τοξικό πολιτικό περιβάλλον, έχουμε την υποχρέωση από τη μία να αμυνθούμε απέναντι σε σκευωρίες και σε υποθέσεις που παίρνουν τα χαρακτηριστικά πολιτικής δίωξης, και από την άλλη να ενώσουμε τους Έλληνες μιλώντας για το μέλλον και τη νέα γενιά. #Εύβοια https://t.co/vnqOKR3Shp
1546	Mon Feb 12 14:52:06 +0000 2018	Συνεχίζω τις περιοδείες για να μπορώ να μιλώ με εσάς, για να ακούω τους προβληματισμούς σας. Και ευτυχώς έχω τη δυνατότητα να κινούμαι, σε αντίθεση με κάποιους άλλους οι οποίοι είναι κλειδωμένοι στα γραφεία τους. #Εύβοια https://t.co/TKveQ65n20
1547	Mon Feb 12 06:33:51 +0000 2018	Επίθεση σήμερα το πρωί με γκαζάκια στο γραφείο της συζύγου μου. Εκεί οδηγεί η ανελέητη στοχοποίησή της από τα υπόγεια του Μαξίμου και τα φερέφωνά τους που έχουν βέβαια στόχο να πλήξουν έμενα. Δεν τους φοβόμαστε και δεν θα τους περάσει.
1548	Fri Feb 09 14:16:55 +0000 2018	Συζήτησα νωρίτερα με τον Ευρωπαίο Επίτροπο @pierremoscovici για την πορεία της ελληνικής οικονομίας, την ασφυκτική υπερφορολόγηση και την αύξηση του αριθμού των δημοσίων υπαλλήλων και του μισθολογικού κόστους του Δημοσίου. https://t.co/h2pjfi0vvK https://t.co/Ne4evuBo3t
1549	Thu Feb 08 16:55:38 +0000 2018	Οι άδειες στον Κουφοντίνα είναι αδιανόητες. Η Δημοκρατία δεν εκδικείται, αλλά οφείλει να αμύνεται απέναντι σε όσους την υπονομεύουν. Η ανοχή απέναντί τους οφείλει και θα είναι μηδενική. Με σεβασμό στη μνήμη των θυμάτων της τρομοκρατίας και των οικογενειών τους λέμε ΩΣ ΕΔΩ. https://t.co/3vQj5ZqguC
1550	Wed Feb 07 15:16:18 +0000 2018	Όσοι μετέχουν σε αυτή τη βρώμικη επιχείρηση θα λογοδοτήσουν σύντομα ενώπιον του ελληνικού Λαού, αλλά και της ελληνικής Δικαιοσύνης. Οι δημοκρατικοί θεσμοί είναι πολύ πιο ισχυροί από αυτούς που επιδιώκουν να τους υπονομεύσουν. Το Κράτος Δικαίου πάντα επιβάλλεται στο παρακράτος. https://t.co/gFay2cTprO
1551	Wed Feb 07 13:12:50 +0000 2018	"Τα 3 πρώτα νομοσχέδια της Κυβέρνησής μας: 
1. Οργάνωση της Κυβέρνησης για ευέλικτη και αποτελεσματική διοίκηση.
2. Φορολογικό: μείωση φόρων και σταθερό φορολογικό πλαίσιο. 
3. Αναπτυξιακό: Μείωση γραφειοκρατίας, απλούστευση και επιτάχυνση αδειοδοτήσεων για προσέλκυση επενδύσεων. https://t.co/FBHV5XY4MN"
1552	Wed Feb 07 11:29:21 +0000 2018	"Εκφράζω τη βαθιά θλίψη μου για την απώλεια του πρώην Υπουργού και βουλευτή της ΝΔ Πέτρου Αλιβιζάτου. Έντιμος, σεμνός και αξιοπρεπής τίμησε την Παράταξή μας και πρόσφερε πολλά στη χώρα και την ιδιαίτερη Πατρίδα του. 
Στην οικογένειά του εκφράζω τα ειλικρινή συλλυπητήριά μου."
1553	Sun Feb 04 19:05:26 +0000 2018	Πριν από λίγο συνεχάρην τηλεφωνικά τον φίλο @AnastasiadesCY για τη μεγάλη του νίκη. Έβγαλε την Κύπρο από τα μνημόνια και έχει θέσει τις βάσεις για μια δίκαιη και βιώσιμη λύση στο Κυπριακό.
